Page URL,Content,Post media content,Author,Author URL,Reactions,Comments,Reposts,ID
https://www.facebook.com/groups/696166321250526,Jeg anbefaler Ejvinds bog.Det er ikke min der er til salg. I min har Ejvind skrevet.Men vi boede i samme blok. Og vi fik snakket om nogle af hans oplevelser.Først var det mig der tog kontakt om emnet. Men senere Ejvind.… Se mere,https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/461268629_10231804854118229_3262763216812489037_n.jpg?stp=cp6_dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=VXJAtPTg4DcQ7kNvgF6Vond&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AZa8P8BX25sY9yeSXsjfMNq&oh=00_AYA9DsHX5s2mtguu26kDmN-KiIHFiOhodDJ_SGFPlOu1LA&oe=671D38BB,Bent Ole Borup,https://www.facebook.com/groups/696166321250526/user/1399258295/?__cft__[0]=AZUVEgJFLMtv4gTsiemlRj8fOktn1OirZ6FrUXV4aLhKTJYS5jFUPOSA1t8m68Y93ix5B3yZ7YFQHJiLINTOGXFWSUgR6o2XoZaAr4ApC7imhjvvt0Ly02R9Whipggq0uD-l_AR-rqtGIliE_VQhkoZLaCjASCXat46fd0shUyzwjs8urYXBAOFAD0_4H6L7lX5EYuz9BEdN8ipEj6vpRAeL&__tn__=R-R,18,11 kommentarer,11 kommentarer,17
https://www.facebook.com/groups/696166321250526,Har lige været på en fin rundvisning på Gjorslev Gods med temaet modstandsbevægelsen på Gjorslev. Det er absolut et besøg værd. Spændende fortællinger om familien tesdorpf som deltog i modstandskampen. Både med transporter til Sverige og opbevaring af gods fra de 3 nedkastningssteder der blev oprettet sidst i 44.,https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/460060666_10161376028043815_8786517039377401982_n.jpg?stp=cp6_dst-jpg_p960x960&_nc_cat=103&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=a-raXisKEJcQ7kNvgH6ge3r&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AZa8P8BX25sY9yeSXsjfMNq&oh=00_AYDl8UqLcvT1RxEm0pmIvNi079TqVUDDueAPKPYAK2FJYA&oe=671D391D,,https://www.facebook.com/groups/696166321250526/user/100071345667269/?__cft__[0]=AZXNeb1qiQxUyxVADpCN4sKXP3L_WHIioQon8XV7ht-lx-FHOp9xNRe0CS9nLtQzcNvh68RXdkyiqShxVLe1FVXa4hXImOQBUd9ESCm4jH84s3ETv4551SAAQ9hra3m444FLBaY6D3EiYU5KJ4HXPV1UfTxu02WwU0jju1o9snj5jpNzQXiK16y77UL1KlpcJwFlkLX8Lu95nTXoRL2ZYNsb&__tn__=-]K-R,21,,,18
https://www.facebook.com/groups/696166321250526,Frederikssund Historiske Forening får 18. September besøg af Martin Qvist Magnussen der fortæller historien om Den falske løjtnant. Sven Hazel. Kl.19 30 i Elvær… Se mere,https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/458503183_10233508538276760_1372862874796925658_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=lHF0HcJnYPgQ7kNvgGFa40V&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AZa8P8BX25sY9yeSXsjfMNq&oh=00_AYCkI-vORjYTMIRdMANRMB5mIKWfLs_XnlW39i0UosDXdA&oe=671D48DB,Preben Poulsgaard,https://www.facebook.com/groups/696166321250526/user/100000544465219/?__cft__[0]=AZWNrOalsieL7ZYAqEB5bfUasDgSf8HWUaKsXFaeuJKH645_LX2pn5cfqeTKBSv9B0V673BBSAiA4igLICwuJA3XM7ZfNERq3qbB7sWG0V5j4kZlckL99dNzoz2KCQhGMWnP7HGyIQczrRWTO1lWfPqBUJ9NretZ1smB5bO_w-m_yRkrs4sj0eNHqEeZl6GkRDeuMzAf_3b3TonukyPOX7ISRVHGclL_09hdkGAG2rD7Tw&__tn__=R-R,27,9 kommentarer,9 kommentarer,19
https://www.facebook.com/groups/696166321250526,Jeg er ved at rydde op og fandt denne bog og dette hæfte og tænkte at der måske var nogle af jer der kunne være interesseret?,https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/448394463_10233430982860416_5931818598319495182_n.jpg?stp=dst-jpg_p960x960&_nc_cat=108&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=Jb0K5a2d05oQ7kNvgHLx7rY&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=A_EZI1HsQCQsYgHo3pe6kSV&oh=00_AYDWLwoazZvwWzTW8S1izbIiypNVcX9I3PItzEUCafgpWg&oe=671D223C,Bent Kristensen,https://www.facebook.com/groups/696166321250526/user/100001698884791/?__cft__[0]=AZXj-P99YyNahhfXRyjZ0FphcI_jVuY2Ry2JclD_yBz6c4sbHZPtxo7jEFAfILlBijXOnY5GF3kvLHHTDkswSvBztrn2IATZwU1A3FS1ERXvk5Ay6XNlIblY-IhMm95l57TjH-Ct4BYjBHYYA_yeR6QsBPeUgN1pFRTiQHDB9_Qo51ql1MOKSIXuf3P04o8CJ31n2aBK_UNy1J68LB6DuuzR&__tn__=R-R,42,6 kommentarer,6 kommentarer,20
https://www.facebook.com/groups/696166321250526,Jeg har lige været heldig jeg har gået mange år og ledt efter om der var nogle bøger om modstandsbevægelsen på Djursland så et helt tilfældig ind i vores boghandler så havde de den her bog,https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/459370671_2175268982866518_8163737157385539378_n.jpg?stp=cp6_dst-jpg_p960x960&_nc_cat=106&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=D8TZ1O2OlgsQ7kNvgHdYaRd&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=A_EZI1HsQCQsYgHo3pe6kSV&oh=00_AYAlmtwNutcofYCwkTLJD5_wxy499U4EnrIAA75M_93n8g&oe=671D395C,Trine Adamsen Vindevoghel,https://www.facebook.com/groups/696166321250526/user/100000230250185/?__cft__[0]=AZVyKAsahJRe8kCLexQVTkpsb1eg4szlAMrso93gOsliL9AALHQOTKv56iKMbKio3wV7wB6VCNcEjyxHMoqmJG0HoAc6sNN8CHF39Gr7X-Z5fFvlFRwCzNjZCBbBYA5qJICvw12RYiQeIvE1U1mLjc3l10Q8-9NeICbK4xVIbHsqhl4yxrcZJum724PBvzwTdU0dsKAvlsm181esQH-m1fu7&__tn__=R-R,2,5 kommentarer,5 kommentarer,21
https://www.facebook.com/groups/696166321250526,"Hej Jeg ved ikke om det er ok, at søge herinde og jeg sletter selvfølgelig, hvis det ikke er tilladt.Da jeg i modstandsbevægelsen registrer har fundet ud af, at et tidligere familiemedlem er nævnt i disse bøger.Søger følgende bøger.",https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/455919277_10161875357684430_5006246725238731133_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=YO-f6SJyI20Q7kNvgF6W2tu&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AN77LeRvyniZN38XF0qH2N1&oh=00_AYCrt0hMHUvcN51sX5j0WF-Zet9xR6ThtB4TzHLZO3omCA&oe=671D339A,,,6,2 kommentarer,2 kommentarer,22
https://www.facebook.com/groups/696166321250526,Nogle af de mange små noter der er skrevet de sidste måneder i forbindelse med et bogproduktion.,https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/455787500_10233293348737156_1753975900937907685_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=D8Deazq_7RIQ7kNvgEhWczI&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AN77LeRvyniZN38XF0qH2N1&oh=00_AYAxb6a94xCeE8LyLbT_YTXBFfTuJv6f6aHuE45uvgJmLg&oe=671D4D9B,Peter Thinghøj Christiansen,"https://www.facebook.com/profile.php?id=1275590436&__cft__[0]=AZWIgmriKIR3Q0NHI46KtqDU5IVzfsahQ9H7aGiPbBsAlW9_755CSqqwybUSvo7A6hxOr-X90fJm2CsyYZmdfUlb-pYbM1zl5tpteMcGlR4GDZAtN0xnDEjORNg4YCVqQKAHzQPZ9INL30kjDDtx68jTy8ZP-CSkSlxURYhRgXVrE2p1g24Us5gEg-9VKVtIu2c_ssQmuyFKB04W-9vbn29kwQvMsKQpIDgcK0yBEGL7tA&__tn__=%3C%2CP-y-R, https://www.facebook.com/groups/696166321250526/user/1275590436/?__cft__[0]=AZWIgmriKIR3Q0NHI46KtqDU5IVzfsahQ9H7aGiPbBsAlW9_755CSqqwybUSvo7A6hxOr-X90fJm2CsyYZmdfUlb-pYbM1zl5tpteMcGlR4GDZAtN0xnDEjORNg4YCVqQKAHzQPZ9INL30kjDDtx68jTy8ZP-CSkSlxURYhRgXVrE2p1g24Us5gEg-9VKVtIu2c_ssQmuyFKB04W-9vbn29kwQvMsKQpIDgcK0yBEGL7tA&__tn__=%3C%3C%2CP-y-R",4,,,23
https://www.facebook.com/groups/696166321250526,Borgmesteren retter båndet på kransen. Fint arrangement ved mindesten i går aftes.,https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/454714009_10233178070815280_3090137439705960329_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=cXkI9GEbEGQQ7kNvgFkhTli&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AmxQHxeLiS0zeKAVrg7oQBJ&oh=00_AYCQabQZl4ln7S6XFmpAiMe3rj01rIXx6PYZiB05MGrqlA&oe=671D37AE,Yvonne Nielsen,https://www.facebook.com/groups/696166321250526/user/100000809732409/?__cft__[0]=AZUxWqgWyo0j7I3sC1X84vMKqYHZ4mNn_2vxhMjtEUsKzMUzD_ZdcWavovaIOjcpQiaiR4_7txoAQI2bCT_dpBAeSp5qkCXbJfhwmVm3BA7jPq_gieDCSOYqYOkzm7uE10WLUnz0ln1iDBcUusrMTsKyvkDeljP-LwscFh6C1xiGMDmyZp4pZ-ZRaOHfRWnaOfw4SK-GiuRl75ft-iDjZVJMQ9Sy-sePCOpASKPK0ytkvg&__tn__=R-R,28,1 kommentar,1 kommentar,24
https://www.facebook.com/groups/696166321250526,"En flot mindeaften med andagt i kirken, kransenedlæggelse ved stenen og flot afslutning på Osted efterskole.",https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/454475339_10233174234199367_8763805555644317053_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=jKaBeIqfdYQQ7kNvgEMYYf9&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AmxQHxeLiS0zeKAVrg7oQBJ&oh=00_AYBKsyZgz-xH3TFwj_dsmb4ex1uBylsbiL9XNYWYQgEGGw&oe=671D27A9,Berit Pihl,https://www.facebook.com/groups/696166321250526/user/100050493079875/?__cft__[0]=AZXxqMiLy0s1tRn4h6KiuMeemW20ukXX0kddzqnnfIF9zS6QsL6qX3EoOpYh0a4eR4lITGPsHvHYu0kzjQ0rrGFIjlwLicV-60z-GmhZZbt8GjBOU_0Bviybq93oqrc0qc3jSG5l7_dFH67GlRBDU8ec8DIW0YE25hJ3j-8q2ZAuQzBW7HDGx4mpIpcq6cCxw39DGLKIRnH05HAM62FnMEcK9LC7vN_lBFIzMrYzcNZcwQ&__tn__=R-R,57,1 kommentar,1 kommentar,25
https://www.facebook.com/groups/696166321250526,"Kom forbi denne mindesten i Nordskoven ved Silkeborg. Jeg kendte ikke historien bag, og måtte lige omkring Google. https://da.wikipedia.org/wiki/Hans_Krarup_Andreasen",https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/452355580_10225299797861717_158778950669057081_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=6T-afYDuhDEQ7kNvgFRj8CG&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AmxQHxeLiS0zeKAVrg7oQBJ&oh=00_AYBsaus43N02SkZ6J_Vlezdpnyn4ALp0BXMxYnRZiKCmkQ&oe=671D37D6,Palle Røn,https://www.facebook.com/groups/696166321250526/user/100053435751012/?__cft__[0]=AZX2EHTM0mUG6KE7v-3SlBTrq0coShy021YTs1s9xA52OTcN7DPYZyDGaY74k3oVKVYGBwiMyjQtVaeWrIu7txd4m5g2rbKEqohj5SQVaj1rNblWQE83_jjrMwuxJ0lvDmBQVJrB_22gY2OTvPKsemUZ4gxdwRn_V9cqrdb5LCzawQhqdLZ1r0Sa_g_A02AqMmwA9q2JI_g2v18oUsryd1dz&__tn__=R-R,238,34 kommentarer,34 kommentarer,26
https://www.facebook.com/groups/696166321250526,Er der nogen herinde der ved om der er nogen bøger om murstensbevægelsen i på Djursland,,Niklas Graadal,https://www.facebook.com/groups/696166321250526/user/100090633816163/?__cft__[0]=AZWShjQOLiHkeU2x5wxtZYrGJHJfd_muSWfjS60mlB8t7h-n7BFkXjJQqSnFywr8LVUlEbEUO1g7ZYnw83B9n_L-iYwn8XuY-6NTkk5R_S569x3NcSzxzL5IaJFSMLA4QAq7xXEoe7vz607jBvUOBtq5QlpYqqG94xnGobJOY95kZJ9Az5CFWBJzAc9htYfYsX0&__tn__=R-R,1,2 kommentarer,2 kommentarer,27
https://www.facebook.com/groups/696166321250526,Fint renoveret. Stenen passes nu af Lejre kommune. De 11 må aldrig glemmes.,https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/454647815_10233178045494647_137257306981208022_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Obp67RO_5sMQ7kNvgGQbZ4M&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=Aj8S78Br9m_s99ShHK4rkWw&oh=00_AYBHlvvTABV6o6zALctx36a13MXrYohayh_wBXokiXeBdA&oe=671D4AC5,Per Andresen,https://www.facebook.com/groups/696166321250526/user/100083329837494/?__cft__[0]=AZW3imlsFLf0ELNgb1nfcjhz8pGhlEuI4nidVV8VvnRL34IhF7Rl1CY5Rg7Nzhv9A3eiXq71eN7N692uSs8nOp_fsHiC7KarYBdofWar7bE2YTQHMHCy_8qRPNU-UjQ2mMZqPBP1DNkV6oY0E5VnvVOyujiTPyJSaus1vguAk7ZHHTV-sGiKsWyUyX0pWrwbGoO-2l8XvmcjHB56ttyJijFFKPcqCtaQM-XrOyUuLNIlXQ&__tn__=R-R,62,2 kommentarer,2 kommentarer,28
https://www.facebook.com/groups/696166321250526,"Hej Er der nogen der kan hjælpe med viden om hvad de  lavede i Aalborg Distrikt 3. Kompagni, 6. Deling?:)",,,,3,,,29
https://www.facebook.com/groups/696166321250526,"Da Citronen blev anholdt iført dansk politiuniform den 19. september 1944, udførte han også sin sidste likvidering. Offeret, Schalburgmanden Erik Adolf Tørnkvis… Se mere",https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/462784053_10235344022680880_7680768414280651896_n.jpg?stp=dst-jpg_p843x403&_nc_cat=110&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=A3JQ4ZnaEMUQ7kNvgFRtcRz&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=Aj8S78Br9m_s99ShHK4rkWw&oh=00_AYCEvJKXiOOMhxtIrdo09vYubK83vG-t-zZD_61bd1bcWQ&oe=671D295A,,,21,,,30
https://www.facebook.com/groups/696166321250526,"Fredag 18. oktober 2024 afholder jeg boglancering og foredrag om Flammen. Bogen ""Jagten på Flammen"" bringer en række nye afsløringer om danmarks mest kendte mod… Se mere",,Martin Qvist Magnussen,https://www.facebook.com/groups/883336033737128/user/1220305881/?__cft__[0]=AZWS0Xjymr6d-B3EVJZ9dVwrQX8CxeHrK_a29lqQK4BCmlsOSvh0pABxeAww4VuJwEny91iGYDxVSt9wcBKqqVWXj27MeKmgWlzJZdUMy0rVl5xagz8Q73eiEuc3aiGoro91JmooE0k4caHi_Em236X7zk9lsO4lBpTE_CGktf3A9z2Fathj6WRlVjZgUUA07lO9dNPUlQr7ftPS2kDj5UoeXvOkageL2nT8mir_mWOD6A&__tn__=-UC%2CP-y-R,34,,,31
https://www.facebook.com/groups/696166321250526,"Jeg søger oplysninger om Kæmner Olaf Bjørn Spliid Jensen fra Aabybro. Ud fra familiens oplysninger og avisartikler fremgår det, at Spliid Jensen blev taget af Gestapo i midten/slutningen af april 1945. Efter ca. 10 dages fængsling i Aalborg, var formentlig med den sidste Aalborgtransport til Frøslev d. 3. maj 1945, og kom hjem igen 7. maj 1945. Det er dog ikke lykkedes mig at finde oplysninger om, hvorfor Spliid Jensen blev taget af Gestapo. Jeg har hørt flere forskellige te… Se mere",https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/453097048_122167854968058285_5594089750585349666_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=QkoGxTOEIN0Q7kNvgEN_rjl&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AltI6LS6H7OQXJJQnxweCdj&oh=00_AYAPdvn4qnqKBJPj94hrNjwxQN_oC8SalDiEhcA9pj08MQ&oe=671D39A2,Sverri Müller-Johannesen,https://www.facebook.com/groups/696166321250526/user/708441058/?__cft__[0]=AZWoojyV9t37xMtdX510_BEnbwbnvncMiKNX2TITGc5Ay61A4OwjNnI7A-66bOfj-ncsvEV8HhOkvOdMSZXPdq2H1tC_mngOmcGOqSV4ZmxlRJnkbQZlghh-_1KJHBXSFSNz5lhfuZqTj0v3nl7L-EFrUXfdkvYwnOhy7ddi4JIfCoRgA6aOPJ4hezW1vyGS4kyfOBWX8-sJdwzetv0MiTFe&__tn__=R-R,18,3 kommentarer,3 kommentarer,32
https://www.facebook.com/groups/696166321250526,Ære være deres minde ... omend det er et sørgeligt et.,https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/450775426_1039344824864825_4319958018802283963_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=O54eGos2-dcQ7kNvgGnOkIP&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AltI6LS6H7OQXJJQnxweCdj&oh=00_AYCDYme_y0Tjikf1X55yjn0GEzY0ONPzFOC7OiJt3CuB0A&oe=671D4481,Stjerne Radio,"https://www.facebook.com/profile.php?id=100063679503165&__cft__[0]=AZXBy4R1LPN20jChDzpUC4cBO1267VT4pQ823tx-uQ0Dc9Vrj83RqE4glM3iA7mm7L0rbSHKTrSKojr8UYJwnSZd0yWEFypWyPgscXvWherQO8ojK5OzKwvkn67pKJHl_KyX52DfaW10i00lXl96RIX8-OsT_HfSCUijFeMs2zuuOO6z-8HczH2fNfZ0Cpwc8Q4Kre8BYwMOukTJ18fI5NIjZktuBVO46RBbvrCWQg7asQ&__tn__=%3C%2CP-y-R, https://www.facebook.com/groups/696166321250526/user/100063679503165/?__cft__[0]=AZXBy4R1LPN20jChDzpUC4cBO1267VT4pQ823tx-uQ0Dc9Vrj83RqE4glM3iA7mm7L0rbSHKTrSKojr8UYJwnSZd0yWEFypWyPgscXvWherQO8ojK5OzKwvkn67pKJHl_KyX52DfaW10i00lXl96RIX8-OsT_HfSCUijFeMs2zuuOO6z-8HczH2fNfZ0Cpwc8Q4Kre8BYwMOukTJ18fI5NIjZktuBVO46RBbvrCWQg7asQ&__tn__=%3C%3C%2CP-y-R",1,,,34
